"date","time","period","s1a","s1x","s1i","s1s","s2a","s2x","s2i","s2s","s3a","s3x","s3i","s3s","d1a","d1s","d2a","d2s","h1a","h1x","h1i","t1a","t1x","t1i","b1a","b1x","b1i","p1a","p1x","p1i","p1s","tia","tix","tii","vxa","vxx","vxi","bla","blx","bli","bra","brx","bri"
2013-03-05,00:10:00,600, 9.30920,10.73210, 7.79450, 0.50949, 9.27148,10.77700, 7.60990, 0.50949, 8.64932,10.17679, 6.87415, 0.51833,138,3,136,3,76,77,75,-4.25,-4.15,-4.35,1018,1019,1018, 7.83452, 9.12290, 5.95925, 0.49060,36,37,36,125,125,125,83,83,83,83,83,83
2013-03-05,00:20:00,600, 8.74922,10.04360, 7.33550, 0.45900, 8.72986, 9.95080, 7.28860, 0.45900, 8.12181, 9.30526, 6.55306, 0.47705,137,3,136,3,78,79,77,-4.45,-4.35,-4.55,1018,1019,1018, 7.23847, 8.84780, 5.95925, 0.48601,36,36,36,125,125,125,83,83,83,83,83,83
2013-03-05,00:30:00,600, 9.41018,11.14520, 7.56500, 0.56457, 9.36328,11.09830, 7.74760, 0.56916, 8.61721,10.63549, 7.10350, 0.58714,136,3,136,4,79,80,79,-4.55,-4.55,-4.55,1018,1019,1018, 7.52274, 9.16875, 6.23435, 0.54562,36,36,36,125,125,125,83,83,83,83,83,83
2013-03-05,00:40:00,600,10.01606,11.65010, 8.29940, 0.57375, 9.97375,11.69500, 8.25250, 0.56916, 9.35113,11.09419, 7.97503, 0.61466,135,3,134,4,81,81,80,-4.55,-4.55,-4.55,1019,1019,1018, 8.19215,10.31500, 6.78455, 0.58688,36,36,36,125,125,125,83,83,83,83,83,83
2013-03-05,00:50:00,600, 9.45149,11.28290, 7.28960, 0.67014, 9.44590,11.32780, 7.19680, 0.68850, 8.93830,11.04832, 6.69067, 0.77520,132,4,131,4,81,81,81,-4.55,-4.55,-4.65,1019,1019,1018, 7.95373, 9.62725, 6.09680, 0.66483,35,36,35,125,125,124,83,83,83,83,83,83
2013-03-05,01:00:00,600, 8.26727,10.13540, 6.55520, 0.76194, 8.24791,10.22620, 6.60010, 0.75735, 7.71816, 9.76396, 6.27784, 0.63759,132,5,129,4,82,82,81,-4.65,-4.65,-4.75,1019,1019,1019, 6.75704, 8.71025, 4.99640, 0.63732,35,35,35,125,125,124,83,83,83,83,83,83
2013-03-05,01:10:00,600, 8.18465,10.22720, 5.95850, 0.87210, 8.16070,10.31800, 5.81980, 0.85374, 7.58514, 9.58048, 6.00262, 0.71557,135,5,133,4,83,83,82,-4.75,-4.65,-4.75,1019,1020,1019, 6.83040, 8.75610, 5.08810, 0.73360,35,35,35,125,125,124,83,83,83,83,83,83
2013-03-05,01:20:00,600, 8.79053,10.36490, 6.83060, 0.58293, 8.76658,10.04260, 6.96730, 0.58293, 8.25025, 9.85570, 6.27784, 0.64677,138,4,137,5,83,83,83,-4.55,-4.55,-4.65,1019,1020,1019, 7.33017, 9.03120, 5.63830, 0.63273,35,35,35,124,125,124,83,83,83,83,83,83
2013-03-05,01:30:00,600, 8.53349, 9.95180, 6.87650, 0.52326, 8.50036, 9.76720, 7.01320, 0.54162, 8.10347, 9.67222, 6.50719, 0.61466,137,4,137,4,83,84,83,-4.45,-4.35,-4.55,1019,1020,1019, 7.33017, 9.03120, 5.63830, 0.59605,35,35,35,124,125,124,83,83,83,83,83,83
2013-03-05,01:40:00,600, 7.92302, 9.76820, 6.32570, 0.65637, 7.91284, 9.90490, 6.23290, 0.66096, 7.58055, 9.25939, 5.91088, 0.64677,139,4,138,4,83,83,83,-4.35,-4.25,-4.45,1019,1020,1019, 6.84874, 8.38930, 5.22565, 0.62815,35,36,35,124,124,124,83,83,83,83,83,83
