"date","time","period","s1a","s1x","s1i","s1s","s2a","s2x","s2i","s2s","s3a","s3x","s3i","s3s","d1a","d1s","d2a","d2s","h1a","h1x","h1i","t1a","t1x","t1i","b1a","b1x","b1i","p1a","p1x","p1i","p1s","tia","tix","tii","vxa","vxx","vxi","bla","blx","bli","bra","brx","bri"
2013-03-14,00:10:00,600, 5.33426, 6.18800, 4.39790, 0.36261, 5.29195, 6.32470, 4.35100, 0.36720, 4.80541, 5.95675, 3.66325, 0.44953,303,3,298,8,104,104,104, 3.45, 3.45, 3.35,1007,1008,1007, 3.76304, 5.59245, 2.01615, 0.70151,44,44,44,126,126,125,83,83,83,83,83,83
2013-03-14,00:20:00,600, 4.40249, 5.13230, 2.88320, 0.33507, 4.36477, 5.03950, 3.11170, 0.32130, 3.92471, 4.71826, 2.83759, 0.37613,306,4,305,9,104,104,104, 3.45, 3.45, 3.45,1007,1008,1007, 2.96983, 4.12525, 1.46595, 0.62356,44,44,44,126,126,125,83,83,83,83,83,83
2013-03-14,00:30:00,600, 4.75592, 5.40770, 3.57170, 0.33507, 4.67689, 5.40670, 3.57070, 0.34425, 4.27332, 5.13109, 3.06694, 0.35320,306,3,301,9,104,104,104, 3.45, 3.45, 3.45,1007,1008,1007, 3.29995, 4.67545, 1.51180, 0.61439,44,44,44,125,126,125,83,83,83,83,83,83
2013-03-14,00:40:00,600, 4.96706, 5.86670, 3.93890, 0.36261, 4.91098, 5.63620, 3.89200, 0.35343, 4.37423, 5.31457, 2.88346, 0.47246,312,4,308,8,105,105,104, 3.45, 3.45, 3.45,1008,1008,1007, 3.51086, 5.54660, 2.33710, 0.64649,44,44,44,125,126,125,83,83,83,83,83,83
2013-03-14,00:50:00,600, 4.92575, 5.59130, 4.07660, 0.28917, 4.88803, 5.45260, 3.98380, 0.29376, 4.65404, 5.40631, 3.57151, 0.35779,315,3,310,6,105,105,105, 3.45, 3.45, 3.45,1008,1008,1007, 4.12984, 5.08810, 2.52050, 0.46309,44,44,44,125,125,125,83,83,83,83,83,83
2013-03-14,01:00:00,600, 4.82018, 5.72900, 3.52580, 0.40392, 4.79623, 5.68210, 3.47890, 0.38556, 4.29626, 5.31457, 3.11281, 0.40824,313,4,309,9,105,105,105, 3.45, 3.45, 3.45,1008,1008,1007, 3.39165, 4.95055, 1.92445, 0.59147,44,44,44,125,125,125,83,83,83,83,83,83
2013-03-14,01:10:00,600, 4.88444, 5.63720, 3.75530, 0.38097, 4.83754, 5.63620, 3.61660, 0.39015, 4.36506, 5.58979, 3.15868, 0.55961,316,5,317,10,105,105,105, 3.45, 3.45, 3.45,1008,1008,1007, 3.54296, 5.27150, 1.83275, 0.75653,44,44,44,125,125,125,83,83,83,83,83,83
2013-03-14,01:20:00,600, 4.67330, 5.68310, 2.42420, 0.51867, 4.60804, 5.63620, 2.46910, 0.52785, 4.09443, 5.45218, 2.10367, 0.60548,318,5,319,11,105,105,105, 3.45, 3.45, 3.45,1008,1008,1007, 3.30912, 5.17980, 1.51180, 0.69692,44,44,44,125,125,125,83,83,83,83,83,83
2013-03-14,01:30:00,600, 4.77887, 5.86670, 3.66350, 0.42228, 4.78246, 5.86570, 3.66250, 0.41769, 4.42010, 5.54392, 3.34216, 0.43577,318,5,319,8,105,105,105, 3.45, 3.45, 3.45,1008,1008,1007, 3.52920, 4.67545, 1.87860, 0.64190,44,44,44,125,125,125,83,83,83,83,83,83
2013-03-14,01:40:00,600, 5.49491, 6.55520, 3.93890, 0.37638, 5.47096, 6.46240, 3.93790, 0.39474, 5.12192, 6.27784, 3.57151, 0.44494,315,4,313,8,105,105,105, 3.45, 3.55, 3.45,1008,1008,1007, 4.29031, 5.50075, 2.42880, 0.63732,44,44,44,125,125,125,83,83,83,83,83,83
