"date","time","period","s1a","s1x","s1i","s1s","s2a","s2x","s2i","s2s","s3a","s3x","s3i","s3s","d1a","d1s","d2a","d2s","h1a","h1x","h1i","t1a","t1x","t1i","b1a","b1x","b1i","p1a","p1x","p1i","p1s","tia","tix","tii","vxa","vxx","vxi","bla","blx","bli","bra","brx","bri"
2013-03-12,00:10:00,600, 5.39852, 5.91260, 4.48970, 0.31212, 4.00216, 5.59030, 2.79040, 0.65178, 4.39258, 5.91088, 2.97520, 0.64677,180,3,179,8,105,106,105, 3.65, 3.75, 3.65,998,998,997, 4.06565, 5.59245, 2.47465, 0.68775,45,45,45,126,126,126,83,83,83,83,83,83
2013-03-12,00:20:00,600, 5.84834, 6.41750, 4.71920, 0.29835, 4.47952, 5.91160, 2.79040, 0.64719, 3.91095, 5.49805, 2.92933, 0.43118,185,3,183,13,105,105,105, 3.55, 3.65, 3.55,997,998,997, 3.79972, 5.40905, 2.84145, 0.39890,45,45,44,126,126,126,83,83,83,83,83,83
2013-03-12,00:30:00,600, 6.05489, 6.55520, 5.40770, 0.19737, 4.64017, 5.77390, 3.20350, 0.61506, 4.07608, 5.91088, 3.20455, 0.38531,186,2,182,10,105,105,105, 3.55, 3.55, 3.45,997,998,997, 3.96019, 5.50075, 3.07070, 0.35763,44,44,44,126,126,126,83,83,83,83,83,83
2013-03-12,00:40:00,600, 6.07325, 6.96830, 4.90280, 0.34884, 4.82377, 6.18700, 3.34120, 0.62424, 4.12195, 6.18610, 2.97520, 0.39907,187,3,184,4,105,105,105, 3.45, 3.45, 3.45,997,998,997, 3.92351, 5.45490, 2.97900, 0.39431,44,44,44,126,126,126,83,83,83,83,83,83
2013-03-12,00:50:00,600, 6.32111, 7.24370, 5.36180, 0.28458, 4.65853, 6.73780, 3.34120, 0.72981, 4.18158, 6.04849, 2.65411, 0.54127,185,3,183,5,105,105,105, 3.35, 3.45, 3.35,997,998,997, 3.91434, 6.00510, 2.29125, 0.56396,44,44,44,126,126,126,83,83,83,83,83,83
2013-03-12,01:00:00,600, 6.93158, 8.20760, 5.82080, 0.41310, 5.76472, 7.33450, 3.80020, 0.83997, 4.79165, 6.23197, 3.47977, 0.50457,188,3,186,4,105,105,105, 3.25, 3.35, 3.15,997,998,997, 4.60668, 6.09680, 3.43750, 0.44016,44,44,44,126,126,126,83,83,83,83,83,83
2013-03-12,01:10:00,600, 7.39517, 8.57480, 6.00440, 0.49113, 5.05786, 7.24270, 3.75430, 0.67473, 5.03018, 7.28698, 3.29629, 0.71098,183,3,184,4,105,105,105, 3.15, 3.25, 3.05,997,998,997, 4.70755, 7.01380, 3.52920, 0.55479,44,44,44,126,126,126,83,83,83,83,83,83
2013-03-12,01:20:00,600, 6.46340, 7.97810, 4.99460, 0.67014, 4.93393, 7.33450, 3.29530, 0.89964, 4.43845, 6.69067, 3.25042, 0.67429,185,4,186,5,105,105,105, 3.05, 3.15, 3.05,997,998,997, 4.20778, 6.50945, 2.97900, 0.56854,44,44,44,126,126,126,83,83,83,83,83,83
2013-03-12,01:30:00,600, 6.90404, 8.39120, 4.94870, 0.72981, 5.50309, 7.93120, 3.38710, 1.03275, 5.51640, 7.88329, 3.29629, 1.08712,180,4,181,6,105,105,105, 3.05, 3.05, 3.05,997,998,997, 5.01474, 7.51815, 3.11655, 0.82530,44,44,44,126,126,126,83,83,83,83,83,83
2013-03-12,01:40:00,600, 7.38140, 8.98790, 5.68310, 0.67014, 5.76472, 8.20660, 3.66250, 0.99603, 6.27784, 8.47960, 3.75499, 0.95410,180,3,180,4,105,105,105, 2.95, 3.05, 2.95,997,998,997, 5.60621, 7.79325, 3.57505, 0.95827,44,44,44,126,126,126,83,83,83,83,83,83
2013-03-12,01:50:00,600, 8.02859, 8.94200, 6.96830, 0.41310, 6.84337, 9.07870, 4.30510, 1.16586, 7.25946, 9.21352, 4.07608, 1.05042,179,2,178,3,105,105,105, 2.85, 2.95, 2.75,998,998,997, 6.50945, 8.98535, 4.07940, 1.01787,44,44,44,126,126,126,83,83,83,83,83,83
2013-03-12,02:00:00,600, 8.07449, 9.63050, 6.96830, 0.48654, 6.21913, 8.80330, 4.02970, 0.99144, 6.03473, 8.89243, 3.89260, 0.95410,181,3,183,4,105,105,105, 2.75, 2.75, 2.65,998,998,997, 5.34945, 8.48100, 3.89600, 0.71985,44,44,44,126,126,126,83,83,83,83,83,83
2013-03-12,02:10:00,600, 7.35845, 8.66660, 6.37160, 0.48654, 6.71944, 8.80330, 4.12150, 1.03734, 6.68150, 8.89243, 3.98434, 1.12840,177,4,179,5,105,105,105, 2.65, 2.75, 2.55,998,998,997, 5.96842, 8.66440, 3.52920, 1.10040,44,44,44,126,126,125,83,83,83,83,83,83
2013-03-12,02:20:00,600, 7.64762, 8.94200, 6.37160, 0.56457, 7.42171, 9.07870, 4.30510, 0.79866, 7.38331, 8.84656, 4.44304, 0.83025,175,3,178,4,105,105,105, 2.55, 2.55, 2.45,998,998,997, 6.55989, 8.34345, 3.94185, 1.04538,44,44,43,126,126,125,83,83,83,83,83,83
