"date","time","period","s1a","s1x","s1i","s1s","s2a","s2x","s2i","s2s","s3a","s3x","s3i","s3s","d1a","d1s","d2a","d2s","h1a","h1x","h1i","t1a","t1x","t1i","b1a","b1x","b1i","p1a","p1x","p1i","p1s","tia","tix","tii","vxa","vxx","vxi","bla","blx","bli","bra","brx","bri"
2013-03-13,00:10:00,600, 5.49950, 6.23390, 4.35200, 0.43146, 5.48473, 6.37060, 4.44280, 0.42228, 5.40631, 6.41545, 4.44304, 0.44953,218,3,215,3,103,103,103, 1.15, 1.15, 1.15,1001,1001,1000, 5.29443, 6.14265, 4.30865, 0.36680,42,42,42,125,125,124,83,83,83,83,83,83
2013-03-13,00:20:00,600, 5.08181, 5.49950, 4.53560, 0.17901, 5.08081, 5.49850, 4.58050, 0.18819, 5.09898, 5.58979, 4.39717, 0.20183,218,3,214,4,103,103,103, 1.15, 1.15, 1.05,1001,1001,1000, 4.99181, 5.54660, 4.07940, 0.26593,42,42,42,125,125,125,83,83,83,83,83,83
2013-03-13,00:30:00,600, 5.44442, 6.14210, 4.44380, 0.30753, 5.45719, 6.18700, 4.53460, 0.30294, 5.49805, 6.04849, 4.53478, 0.26605,214,3,210,3,103,104,103, 1.15, 1.15, 1.05,1001,1001,1000, 5.45032, 6.09680, 4.30865, 0.32095,42,42,42,125,125,125,83,83,83,83,83,83
2013-03-13,00:40:00,600, 5.71523, 6.23390, 5.22410, 0.16524, 5.71423, 6.14110, 5.13130, 0.16065, 5.73657, 6.23197, 5.22283, 0.18807,212,2,212,2,104,104,103, 1.05, 1.15, 1.05,1001,1001,1000, 5.76210, 6.37190, 5.22565, 0.20633,42,42,42,125,125,125,83,83,83,83,83,83
2013-03-13,00:50:00,600, 5.38934, 6.37160, 3.38810, 0.50949, 5.37916, 6.32470, 2.60680, 0.55998, 5.35585, 6.09436, 3.02107, 0.52751,208,4,208,5,104,104,103, 1.05, 1.15, 1.05,1001,1001,1000, 5.26692, 6.32605, 3.20825, 0.46309,42,42,42,125,125,125,83,83,83,83,83,83
2013-03-13,01:00:00,600, 4.93493, 5.95850, 3.66350, 0.41310, 4.95688, 6.09520, 3.98380, 0.38556, 4.81000, 5.86501, 3.75499, 0.36237,207,4,208,5,104,104,104, 1.05, 1.05, 0.95,1001,1001,1000, 4.42786, 5.40905, 3.02485, 0.42182,42,42,42,125,125,124,83,83,83,83,83,83
2013-03-13,01:10:00,600, 4.60445, 5.72900, 3.20450, 0.56916, 4.68607, 5.77390, 2.74450, 0.63801, 4.50726, 5.68153, 2.69998, 0.62842,201,3,201,5,104,104,104, 1.05, 1.05, 0.95,1001,1001,1000, 4.37743, 5.50075, 2.56635, 0.55020,42,42,42,125,125,124,83,83,83,83,83,83
2013-03-13,01:20:00,600, 5.07722, 5.82080, 4.26020, 0.33507, 5.29654, 6.00340, 3.38710, 0.41769, 5.10816, 6.04849, 3.20455, 0.65135,200,4,198,4,104,104,104, 0.95, 1.05, 0.85,1001,1001,1000, 5.18439, 6.14265, 3.20825, 0.66024,42,42,42,125,125,124,83,83,83,83,83,83
2013-03-13,01:30:00,600, 5.54999, 6.09620, 4.76510, 0.27081, 5.72800, 6.23290, 4.85590, 0.22032, 5.69988, 6.27784, 4.53478, 0.26146,202,2,202,3,104,104,104, 0.85, 0.95, 0.85,1001,1001,1000, 5.48700, 6.32605, 3.89600, 0.38056,42,42,42,124,125,124,83,83,83,83,83,83
2013-03-13,01:40:00,600, 5.01296, 5.59130, 3.66350, 0.32589, 5.03491, 5.59030, 3.47890, 0.35343, 4.92467, 5.68153, 2.88346, 0.52751,207,4,205,4,104,104,104, 0.85, 0.85, 0.85,1001,1001,1001, 4.80842, 5.82170, 3.39165, 0.54103,42,42,42,124,125,124,83,83,83,83,83,83
