"date","time","period","s1a","s1x","s1i","s1s","s2a","s2x","s2i","s2s","s3a","s3x","s3i","s3s","d1a","d1s","d2a","d2s","h1a","h1x","h1i","t1a","t1x","t1i","b1a","b1x","b1i","p1a","p1x","p1i","p1s","tia","tix","tii","vxa","vxx","vxi","bla","blx","bli","bra","brx","bri"
2013-03-20,00:10:00,600,13.78904,15.32210,11.09930, 0.76653,13.65034,15.27520,10.82290, 0.78030,12.57579,14.76379, 9.58048, 0.94492,31,3,31,5,95,96,94, 7.05, 7.15, 6.95,1000,1001,1000,11.23200,13.89130, 8.52685, 0.95827,47,47,47,126,126,125,83,83,83,83,83,83
2013-03-20,00:20:00,600,12.25139,14.40410, 9.53870, 0.66096,12.14023,14.08180, 9.58360, 0.67014,11.02539,13.11247, 8.93830, 0.75685,32,4,30,5,94,96,93, 7.35, 7.45, 7.15,1000,1000,1000, 9.47136,11.64465, 7.05965, 0.75653,47,47,47,126,126,125,83,83,83,83,83,83
2013-03-20,00:30:00,600,11.81534,13.66970, 9.07970, 0.72522,11.70418,13.39330, 9.12460, 0.73440,10.77769,12.74551, 8.43373, 0.79355,32,3,30,5,93,93,93, 7.25, 7.45, 7.05,1000,1001,1000, 9.17792,11.32370, 6.92210, 0.89866,47,47,47,126,126,125,83,83,83,83,83,83
2013-03-20,00:40:00,600,10.98455,12.70580, 9.07970, 0.66555,10.84585,12.56710, 9.07870, 0.66096, 9.85111,11.55289, 8.02090, 0.67429,30,4,29,5,94,94,93, 6.85, 7.05, 6.55,1000,1001,1000, 8.48100,10.54425, 6.00510, 0.77487,47,47,47,125,126,125,83,83,83,83,83,83
2013-03-20,00:50:00,600,11.69141,13.71560, 9.86000, 0.62424,11.54812,13.25560, 9.67540, 0.61506,10.41990,12.01159, 8.52547, 0.64218,29,3,29,5,95,95,94, 6.55, 6.65, 6.55,1001,1001,1000, 8.87531,11.50710, 6.96795, 0.81613,47,47,47,125,126,125,83,83,83,83,83,83
2013-03-20,01:00:00,600,12.02648,13.53200, 9.49280, 0.64719,11.84647,13.57690, 9.58360, 0.68850,10.60797,12.88312, 8.66308, 0.79814,29,4,28,5,95,96,95, 6.65, 6.65, 6.65,1001,1001,1000, 9.18709,11.36955, 7.28890, 0.76570,47,47,47,125,125,125,83,83,83,83,83,83
2013-03-20,01:10:00,600,11.53535,13.25660, 8.34530, 0.67014,11.39665,13.16380, 8.66560, 0.67014,10.31899,12.33268, 8.20438, 0.72016,32,3,29,5,96,97,95, 6.75, 6.75, 6.65,1001,1001,1000, 8.65982,10.77350, 6.41775, 0.88491,47,47,47,125,125,125,83,83,83,83,83,83
2013-03-20,01:20:00,600,11.33339,12.56810,10.22720, 0.36720,11.20846,12.19990, 9.81310, 0.36720,10.41990,11.41528, 9.12178, 0.41283,38,2,35,4,96,97,96, 6.75, 6.85, 6.65,1001,1001,1000, 8.98994,10.91105, 7.28890, 0.57313,47,47,47,125,125,125,83,83,83,83,83,83
2013-03-20,01:30:00,600,11.09930,11.83370,10.04360, 0.28458,10.96519,11.74090, 9.72130, 0.29835,10.12175,11.09419, 8.75482, 0.41283,40,3,35,4,97,97,96, 6.75, 6.85, 6.65,1001,1001,1001, 8.78361,10.17745, 7.05965, 0.61898,47,47,47,125,125,125,83,83,83,83,83,83
2013-03-20,01:40:00,600,11.66846,12.29270,10.50260, 0.27081,11.55730,12.24580,10.63930, 0.27999,10.59421,11.32354, 9.67222, 0.30274,44,1,39,3,97,97,97, 6.95, 7.05, 6.85,1001,1001,1001, 9.09081,10.17745, 7.79325, 0.47684,47,47,47,125,125,125,83,83,83,83,83,83
