"date","time","period","s1a","s1x","s1i","s1s","s2a","s2x","s2i","s2s","s3a","s3x","s3i","s3s","d1a","d1s","d2a","d2s","h1a","h1x","h1i","t1a","t1x","t1i","b1a","b1x","b1i","p1a","p1x","p1i","p1s","tia","tix","tii","vxa","vxx","vxi","bla","blx","bli","bra","brx","bri"
2013-03-09,00:10:00,600, 9.82787,11.14520, 8.02400, 0.69309, 9.77179,11.05240, 7.88530, 0.67932, 9.12637,10.58962, 7.65394, 0.61007,308,3,301,15,99,99,98, 5.05, 5.15, 4.95,1006,1007,1006, 7.75657, 9.35215, 5.31735, 0.76570,45,45,45,125,125,125,83,83,83,83,83,83
2013-03-09,00:20:00,600, 9.93344,11.00750, 8.43710, 0.50949, 9.87277,10.96060, 8.25250, 0.52785, 9.32361,10.45201, 7.97503, 0.56420,307,4,300,11,99,100,99, 5.15, 5.25, 5.05,1006,1007,1006, 8.27009,10.03990, 5.63830, 0.74277,45,45,45,125,125,125,83,83,83,83,83,83
2013-03-09,00:30:00,600,10.31900,11.00750, 8.66660, 0.32130,10.24915,10.91470, 8.06890, 0.35343, 9.63094,10.72723, 8.20438, 0.47246,314,4,305,8,100,100,99, 5.15, 5.35, 5.05,1006,1007,1006, 8.23341, 9.90235, 6.32605, 0.61898,45,45,45,125,125,125,83,83,83,83,83,83
2013-03-09,00:40:00,600,10.30982,11.09930, 9.12560, 0.34425,10.25833,11.14420, 9.07870, 0.35802, 9.81442,11.32354, 8.20438, 0.69722,317,4,309,8,100,101,99, 5.25, 5.55, 5.05,1006,1007,1006, 8.45808,10.26915, 6.32605, 0.72443,45,45,45,125,125,125,83,83,83,83,83,83
2013-03-09,00:50:00,600,10.29146,11.32880, 8.43710, 0.49572,10.22161,11.51140, 8.48200, 0.50949, 9.75937,11.41528, 7.47046, 0.84401,316,7,310,5,99,101,98, 5.55, 5.95, 5.05,1006,1007,1006, 8.39847,10.08575, 6.00510, 0.87574,45,45,45,125,125,125,83,83,83,83,83,83
2013-03-09,01:00:00,600,10.88357,13.39430, 8.48300, 0.82161,10.78159,13.07200, 8.25250, 0.83997, 9.87864,12.56203, 6.73654, 0.89905,312,3,307,4,100,101,99, 5.05, 5.15, 4.95,1006,1006,1006, 8.48100,11.14030, 5.91340, 0.94451,45,45,45,125,125,125,83,83,83,83,83,83
2013-03-09,01:10:00,600,11.42519,12.33860,10.41080, 0.34425,11.38288,12.19990,10.36390, 0.37179,10.84191,12.19507, 8.84656, 0.69722,318,2,312,4,101,103,99, 5.45, 5.85, 5.05,1006,1006,1006, 9.34757,11.23200, 6.92210, 0.83906,45,45,45,125,125,125,83,83,83,83,83,83
2013-03-09,01:20:00,600,10.75046,11.83370, 9.53870, 0.48195,10.65766,11.78680, 9.44590, 0.47736, 9.91533,11.18593, 8.43373, 0.53209,316,2,310,4,100,101,99, 5.25, 5.75, 5.05,1006,1006,1006, 8.81112,10.26915, 6.14265, 0.71068,45,45,45,125,125,125,83,83,83,83,83,83
2013-03-09,01:30:00,600,10.96160,11.83370, 9.49280, 0.36720,10.86880,11.87860, 9.35410, 0.37179,10.04377,11.14006, 8.43373, 0.45411,316,2,311,4,101,101,101, 5.05, 5.15, 5.05,1006,1006,1006, 8.97618,10.26915, 6.64700, 0.63273,45,45,45,125,125,125,83,83,83,83,83,83
2013-03-09,01:40:00,600,10.53473,11.69600, 9.03380, 0.44523,10.44193,11.64910, 9.17050, 0.44523, 9.71350,10.95658, 7.92916, 0.48163,316,2,310,5,101,102,101, 4.95, 5.05, 4.95,1006,1006,1006, 8.18298,10.40670, 5.45490, 0.83447,45,45,45,125,125,125,83,83,83,83,83,83
