"date","time","period","s1a","s1x","s1i","s1s","s2a","s2x","s2i","s2s","s3a","s3x","s3i","s3s","d1a","d1s","d2a","d2s","h1a","h1x","h1i","t1a","t1x","t1i","b1a","b1x","b1i","p1a","p1x","p1i","p1s","tia","tix","tii","vxa","vxx","vxi","bla","blx","bli","bra","brx","bri"
2013-03-17,00:10:00,600, 7.51451, 8.25350, 6.37160, 0.33966, 7.44466, 8.20660, 6.41650, 0.33966, 6.53013, 7.47046, 5.77327, 0.27522,151,2,143,3,77,78,76,-3.05,-2.95,-3.15,1013,1013,1013, 5.38154, 6.23435, 4.58375, 0.28886,36,36,36,125,125,124,83,83,83,83,83,83
2013-03-17,00:20:00,600, 8.01941, 8.48300, 7.19780, 0.19737, 8.00464, 8.48200, 6.96730, 0.22491, 7.01635, 7.60807, 5.95675, 0.27981,151,1,143,2,72,76,70,-2.65,-2.45,-2.95,1013,1014,1013, 5.29443, 6.23435, 4.62960, 0.25218,36,36,36,125,125,124,83,83,83,83,83,83
2013-03-17,00:30:00,600, 7.87712, 8.29940, 7.56500, 0.11934, 7.82563, 8.20660, 7.47220, 0.12852, 6.82369, 7.33285, 6.32371, 0.16054,151,1,144,3,71,71,70,-2.55,-2.55,-2.65,1013,1014,1013, 5.21190, 5.82170, 4.62960, 0.19716,36,36,36,124,125,124,83,83,83,83,83,83
2013-03-17,00:40:00,600, 7.77614, 8.20760, 7.28960, 0.13770, 7.72465, 8.06890, 7.19680, 0.14688, 6.79158, 7.14937, 6.41545, 0.12385,153,1,147,2,71,72,70,-2.65,-2.55,-2.75,1013,1014,1013, 5.26692, 5.82170, 4.67545, 0.19716,36,36,35,124,125,124,83,83,83,83,83,83
2013-03-17,00:50:00,600, 7.50992, 7.84040, 7.15190, 0.12393, 7.43548, 7.74760, 7.15090, 0.11934, 6.60352, 6.92002, 6.04849, 0.13302,152,1,146,1,73,74,72,-2.85,-2.75,-2.95,1013,1014,1013, 5.41364, 5.77585, 5.04225, 0.13755,35,35,35,124,124,124,83,83,83,83,83,83
2013-03-17,01:00:00,600, 7.87253, 8.20760, 7.38140, 0.17901, 7.79809, 8.16070, 7.28860, 0.18360, 6.76865, 7.24111, 6.36958, 0.16054,152,1,145,1,72,73,71,-2.75,-2.75,-2.85,1013,1013,1013, 5.53285, 5.95925, 5.08810, 0.14214,35,35,35,124,124,124,83,83,83,83,83,83
2013-03-17,01:10:00,600, 7.52369, 8.11580, 6.87650, 0.37179, 7.51810, 8.11480, 6.92140, 0.37179, 6.53013, 7.10350, 5.91088, 0.25687,150,1,142,2,71,72,70,-2.65,-2.65,-2.75,1013,1014,1013, 5.12478, 5.77585, 4.44620, 0.31178,35,35,35,124,124,124,83,83,83,83,83,83
2013-03-17,01:20:00,600, 7.17026, 7.61090, 6.83060, 0.17901, 7.16926, 7.56400, 6.78370, 0.18360, 6.91543, 7.37872, 6.46132, 0.16054,148,1,138,1,71,71,71,-2.65,-2.65,-2.65,1013,1014,1013, 5.16605, 5.59245, 4.53790, 0.22467,35,35,35,124,124,124,83,83,83,83,83,83
2013-03-17,01:30:00,600, 7.55582, 7.97810, 7.33550, 0.12393, 7.57318, 7.97710, 7.28860, 0.12393, 6.92919, 7.33285, 6.50719, 0.13761,149,1,136,2,71,71,71,-2.65,-2.65,-2.75,1013,1014,1013, 5.34486, 5.86755, 4.44620, 0.20174,35,35,35,124,124,124,83,83,83,83,83,83
2013-03-17,01:40:00,600, 7.10141, 7.65680, 6.64700, 0.21114, 7.11877, 7.65580, 6.60010, 0.21573, 6.78241, 7.33285, 5.81914, 0.25687,145,1,131,2,72,72,71,-2.75,-2.65,-2.75,1014,1014,1013, 5.13395, 5.63830, 4.62960, 0.20174,35,35,35,124,124,124,83,83,83,83,83,83
