"date","time","period","s1a","s1x","s1i","s1s","s2a","s2x","s2i","s2s","s3a","s3x","s3i","s3s","d1a","d1s","d2a","d2s","h1a","h1x","h1i","t1a","t1x","t1i","b1a","b1x","b1i","p1a","p1x","p1i","p1s","tia","tix","tii","vxa","vxx","vxi","bla","blx","bli","bra","brx","bri"
2013-03-18,00:10:00,600, 3.37433, 3.61760, 3.02090, 0.10098, 3.37333, 3.61660, 3.01990, 0.10557, 3.20914, 3.47977, 2.88346, 0.11926,166,3,156,4,70,71,70,-1.55,-1.55,-1.65,1019,1020,1019, 2.86896, 3.11655, 2.65805, 0.08253,37,37,37,124,125,124,83,83,83,83,83,83
2013-03-18,00:20:00,600, 3.01631, 3.29630, 2.79140, 0.09639, 3.01531, 3.29530, 2.74450, 0.10098, 2.88805, 3.20455, 2.65411, 0.10091,162,2,151,3,70,71,70,-1.65,-1.55,-1.65,1019,1020,1019, 2.62596, 2.84145, 2.42880, 0.07795,37,37,36,124,125,124,83,83,83,83,83,83
2013-03-18,00:30:00,600, 2.75468, 3.06680, 2.56190, 0.11934, 2.74450, 3.06580, 2.51500, 0.12393, 2.58531, 2.92933, 2.33302, 0.11468,159,2,145,6,70,70,70,-1.65,-1.55,-1.65,1019,1020,1019, 2.50675, 2.74975, 2.33710, 0.07336,36,36,36,124,124,124,83,83,83,83,83,83
2013-03-18,00:40:00,600, 2.40125, 2.79140, 2.19470, 0.14688, 2.40484, 2.74450, 2.14780, 0.14688, 2.43852, 2.69998, 2.19541, 0.09633,154,2,136,1,70,70,70,-1.55,-1.55,-1.65,1020,1020,1019, 2.16287, 2.38295, 1.97030, 0.09629,36,36,36,124,124,124,83,83,83,83,83,83
2013-03-18,00:50:00,600, 2.45174, 2.60780, 2.28650, 0.06426, 2.46910, 2.65270, 2.23960, 0.06426, 2.63117, 2.79172, 2.42476, 0.06422,144,4,133,1,71,71,70,-1.65,-1.55,-1.65,1020,1020,1019, 2.47007, 2.61220, 2.19955, 0.08712,36,36,36,124,124,124,83,83,83,83,83,83
2013-03-18,01:00:00,600, 2.28650, 2.47010, 2.14880, 0.06426, 2.30845, 2.46910, 2.14780, 0.06426, 2.57154, 2.69998, 2.47063, 0.04587,135,1,129,1,70,70,69,-1.65,-1.55,-1.65,1020,1020,1019, 2.40588, 2.52050, 2.29125, 0.04127,36,36,36,124,124,124,83,83,83,83,83,83
2013-03-18,01:10:00,600, 2.52518, 2.79140, 2.33240, 0.09639, 2.55631, 2.79040, 2.37730, 0.09180, 2.58072, 2.74585, 2.47063, 0.05963,137,1,123,2,69,69,69,-1.65,-1.55,-1.65,1020,1020,1019, 2.37837, 2.56635, 2.19955, 0.06419,36,36,36,124,124,124,83,83,83,83,83,83
2013-03-18,01:20:00,600, 2.52059, 2.74550, 2.33240, 0.09180, 2.53336, 2.74450, 2.37730, 0.09180, 2.46146, 2.69998, 2.28715, 0.09174,135,2,118,2,70,71,69,-1.65,-1.65,-1.65,1020,1020,1019, 2.30042, 2.47465, 2.10785, 0.08712,36,36,36,124,124,124,83,83,83,83,83,83
2013-03-18,01:30:00,600, 2.38748, 2.65370, 2.24060, 0.06426, 2.40025, 2.65270, 2.28550, 0.06426, 2.48898, 2.65411, 2.42476, 0.04128,129,2,117,2,70,71,68,-1.65,-1.65,-1.65,1020,1020,1020, 2.35086, 2.56635, 2.19955, 0.06878,36,36,36,124,124,124,83,83,83,83,83,83
2013-03-18,01:40:00,600, 2.36912, 2.56190, 2.14880, 0.07803, 2.36812, 2.56090, 2.10190, 0.08262, 2.35595, 2.56237, 2.10367, 0.10550,114,8,120,6,72,76,69,-1.65,-1.55,-1.65,1020,1020,1020, 2.56635, 2.93315, 2.24540, 0.13755,36,36,36,124,124,124,83,83,83,83,83,83
2013-03-18,01:50:00,600, 2.50682, 2.69960, 2.28650, 0.08721, 2.51500, 2.69860, 2.28550, 0.09180, 2.56237, 3.06694, 2.24128, 0.18807,108,3,132,2,79,80,76,-1.65,-1.65,-1.75,1020,1020,1020, 3.03861, 3.52920, 2.42880, 0.24759,36,36,36,124,124,124,83,83,83,83,83,83
2013-03-18,02:00:00,600, 2.70878, 2.97500, 2.42420, 0.11016, 2.73073, 3.01990, 2.46910, 0.11016, 2.91098, 3.20455, 2.69998, 0.08715,120,5,134,3,79,80,76,-1.75,-1.75,-1.75,1020,1021,1020, 3.42375, 3.66675, 3.07070, 0.10087,36,36,36,124,124,124,83,83,83,83,83,83
2013-03-18,02:10:00,600, 3.26876, 3.57170, 2.65370, 0.23868, 3.27694, 3.57070, 2.65270, 0.24327, 3.32381, 3.66325, 2.79172, 0.22935,127,2,126,2,70,76,67,-1.65,-1.45,-1.75,1020,1021,1020, 3.72636, 4.21695, 3.25410, 0.28427,36,36,36,124,124,124,83,83,83,83,83,83
