"date","time","period","s1a","s1x","s1i","s1s","s2a","s2x","s2i","s2s","s3a","s3x","s3i","s3s","d1a","d1s","d2a","d2s","h1a","h1x","h1i","t1a","t1x","t1i","b1a","b1x","b1i","p1a","p1x","p1i","p1s","tia","tix","tii","vxa","vxx","vxi","bla","blx","bli","bra","brx","bri"
2013-03-04,00:10:00,600,10.60817,13.02710, 8.94200, 0.67473,10.48324,12.65890, 8.66560, 0.67473, 9.42911,11.41528, 7.79155, 0.66970,70,3,72,4,85,86,84, 1.05, 1.15, 0.95,1009,1010,1009, 7.90788, 9.67310, 6.46360, 0.62815,40,40,40,126,126,126,83,83,83,83,83,83
2013-03-04,00:20:00,600,10.80554,12.56810, 9.40100, 0.60588,10.67143,12.24580, 9.21640, 0.61047, 9.41994,11.23180, 7.88329, 0.58255,69,2,71,4,86,86,85, 0.95, 1.05, 0.95,1009,1010,1009, 7.77491, 9.26045, 6.28020, 0.57313,40,40,40,126,126,126,83,83,83,83,83,83
2013-03-04,00:30:00,600,11.00750,12.61400, 9.40100, 0.58293,10.85962,12.42940, 9.35410, 0.57375, 9.70892,11.59876, 7.97503, 0.55961,67,3,67,4,86,86,85, 0.85, 0.95, 0.75,1009,1010,1009, 8.20590,10.26915, 6.73870, 0.60522,40,40,40,126,126,126,83,83,83,83,83,83
2013-03-04,00:40:00,600,11.52158,12.79760, 9.95180, 0.53703,11.39665,12.84250, 9.85900, 0.53244,10.14927,11.69050, 8.20438, 0.59631,68,3,67,5,86,87,86, 0.65, 0.75, 0.65,1009,1009,1009, 8.43057,10.36085, 6.96795, 0.63732,40,40,40,126,126,126,83,83,83,83,83,83
2013-03-04,00:50:00,600,11.76485,13.39430,10.13540, 0.50949,11.62156,13.11790, 9.95080, 0.50949,10.11716,11.73637, 8.38786, 0.57796,71,2,70,4,87,88,86, 0.75, 0.85, 0.65,1009,1009,1009, 8.55436,10.17745, 6.92210, 0.56396,40,40,40,126,126,126,83,83,83,83,83,83
2013-03-04,01:00:00,600,11.98517,13.39430,10.64030, 0.44982,11.84188,13.30150,10.40980, 0.44982,10.41990,11.69050, 9.12178, 0.50916,72,2,71,3,87,88,86, 0.85, 0.95, 0.75,1009,1009,1009, 8.51309,10.08575, 6.92210, 0.55020,40,40,40,126,126,125,83,83,83,83,83,83
2013-03-04,01:10:00,600,11.94386,13.44020,10.68620, 0.40851,11.78221,13.34740,10.59340, 0.40851,10.26853,11.69050, 8.52547, 0.52751,72,2,72,3,87,88,87, 0.75, 0.85, 0.55,1009,1009,1008, 8.31594, 9.81065, 6.96795, 0.48143,40,40,40,126,126,125,83,83,83,83,83,83
2013-03-04,01:20:00,600,11.70059,13.02710, 9.99770, 0.49113,11.59402,13.11790, 9.85900, 0.48195,10.28688,12.01159, 8.84656, 0.49081,70,2,68,4,88,89,88, 0.55, 0.65, 0.35,1009,1009,1008, 8.44890,10.08575, 6.73870, 0.61898,40,40,39,125,126,125,83,83,83,83,83,83
2013-03-04,01:30:00,600,11.73272,13.34840, 9.95180, 0.47736,11.59861,12.93430, 9.81310, 0.50031,10.16762,11.64463, 8.52547, 0.56420,72,2,70,4,89,90,89, 0.35, 0.45, 0.35,1008,1009,1008, 8.42140,10.13160, 6.46360, 0.58688,39,39,39,125,125,125,83,83,83,83,83,83
2013-03-04,01:40:00,600,11.91173,13.53200,10.08950, 0.50490,11.77303,13.66870,10.13440, 0.50031,10.43366,11.82811, 9.12178, 0.49081,74,3,73,3,90,91,90, 0.35, 0.45, 0.25,1008,1009,1008, 8.63689,10.54425, 6.69285, 0.55479,39,39,39,125,125,125,83,83,83,83,83,83
2013-03-04,01:50:00,600,11.94386,13.11890,10.54850, 0.34884,11.82352,12.98020,10.59340, 0.36261,10.47036,11.69050, 8.57134, 0.54127,75,2,72,3,91,92,90, 0.25, 0.35, 0.25,1008,1009,1008, 8.54978,10.40670, 6.96795, 0.59147,39,39,39,125,125,125,83,83,83,83,83,83
